"Procedure
 Code",Rate Type Description,Rate Type,Modifier 1,Modifier 2,Modifier 3,Modifier 4,Min Age,Max Age,Post Op Days,Total Allowable Amount 07.2022,Relative Value,Prior Authorization Needed,Notes,TRI Indicator
00534,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00537,Anesthesia,C03,,,,,0,999,0, $27.80 ,9.0,,,
00539,Anesthesia,C03,,,,,1,999,0, $27.80 ,18.0,,,
00540,Anesthesia,C03,,,,,0,999,0, $27.80 ,13.0,,,
00541,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00542,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00546,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00548,Anesthesia,C03,,,,,0,999,0, $27.80 ,17.0,,,
00550,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00560,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00561,Anesthesia,C03,,,,,0,1,0, $27.80 ,25.0,,,
00562,Anesthesia,C03,,,,,0,999,0, $27.80 ,20.0,,,
00563,Anesthesia,C03,,,,,0,999,0, $27.80 ,25.0,,,
00566,Anesthesia,C03,,,,,0,999,0, $27.80 ,25.0,,,
00567,Anesthesia,C03,,,,,0,999,0, $27.80 ,21.0,,,
00580,Anesthesia,C03,,,,,0,999,0, $27.80 ,20.0,,,
00600,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00604,Anesthesia,C03,,,,,0,999,0, $27.80 ,13.0,,,
00620,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00625,Anesthesia,C03,,,,,0,999,0, $27.80 ,13.0,,,
00626,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00630,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00632,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00635,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00640,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
00670,Anesthesia,C03,,,,,0,999,0, $27.80 ,13.0,,,
00700,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00702,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00730,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00731,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00732,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00750,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00752,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00754,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00756,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00770,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00790,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00792,Anesthesia,C03,,,,,0,999,0, $27.80 ,13.0,,,
00794,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00796,Anesthesia,C03,,,,,0,999,0, $27.80 ,30.0,,,
00797,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00800,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00802,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00811,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00812,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
00813,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00820,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00830,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00832,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00834,Anesthesia,C03,,,,,0,0,0, $27.80 ,6.0,,,
00836,Anesthesia,C03,,,,,0,1,0, $27.80 ,6.0,,,
00840,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00842,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00844,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00846,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00848,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00851,Anesthesia,C03,,,,,21,999,0, $27.80 ,7.0,,,
00860,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00862,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00864,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00865,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00866,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00868,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00870,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00872,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00873,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00880,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
00882,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
00902,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00904,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
00906,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00908,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00910,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
00912,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00914,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00916,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00918,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00920,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
00921,Anesthesia,C03,,,,,21,999,0, $27.80 ,3.0,,,
00922,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00924,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00926,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00928,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00930,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00932,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00934,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00936,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
00938,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00940,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
00942,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00944,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
00948,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
00950,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
00952,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01112,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01120,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01130,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01140,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
01150,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01160,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01170,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01173,Anesthesia,C03,,,,,0,999,0, $27.80 ,12.0,,,
01200,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01202,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01210,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01212,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01214,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01215,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01220,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01230,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01232,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01234,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01250,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01260,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01270,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01272,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01274,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01320,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01340,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01360,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01380,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01382,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01390,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01392,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01400,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01402,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01404,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01420,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01430,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01432,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01440,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01442,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01444,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01462,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01464,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01470,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01472,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01474,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01480,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01482,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01484,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01486,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01490,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01500,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01502,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01520,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01522,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01610,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01620,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01622,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01630,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01634,Anesthesia,C03,,,,,0,999,0, $27.80 ,9.0,,,
01636,Anesthesia,C03,,,,,0,999,0, $27.80 ,15.0,,,
01638,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01650,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01652,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01654,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01656,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01670,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01680,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01710,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01712,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01714,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01716,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01730,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01732,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01740,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01742,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01744,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01756,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01758,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01760,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01770,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01772,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01780,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01782,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01810,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01820,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01829,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01830,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01832,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01840,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01842,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01844,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01850,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01852,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01860,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01916,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01920,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01922,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01924,Anesthesia,C03,,,,,0,999,0, $27.80 ,6.0,,,
01925,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01926,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01930,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01931,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.5,,,
01932,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.5,,,
01933,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.5,,,
01935,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,"Code terminated, effective 01/01/2022",
01936,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,"Code terminated, effective 01/01/2022",
01937,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,New code effective 01/01/2022,
01938,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,New code effective 01/01/2022,
01939,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,New code effective 01/01/2022,
01940,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,New code effective 01/01/2022,
01941,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,New code effective 01/01/2022,
01942,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,New code effective 01/01/2022,
01951,Anesthesia,C03,,,,,0,999,0, $27.80 ,9.0,,,
01952,Anesthesia,C03,,,,,0,999,0, $27.80 ,9.0,,,
01953,Anesthesia,C03,,,,,0,999,0, $27.80 ,9.0,,,
01958,Anesthesia,C03,,,,,11,70,0, $27.80 ,5.0,,,
01960,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01961,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01962,Anesthesia,C03,,,,,0,999,0, $27.80 ,8.0,,,
01963,Anesthesia,C03,,,,,0,999,0, $27.80 ,10.0,,,
01965,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01966,Anesthesia,C03,,,,,0,999,0, $27.80 ,4.0,,,
01967,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01968,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01969,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01990,Anesthesia,C03,,,,,0,999,0, $27.80 ,7.0,,,
01991,Anesthesia,C03,,,,,0,999,0, $27.80 ,3.0,,,
01992,Anesthesia,C03,,,,,0,999,0, $27.80 ,5.0,,,
01996,DEFAULT,DEF,,,,,0,999,0, $13.38 ,,,,
10004,DEFAULT,DEF,,,,,0,999,0, $25.13 ,,,,
10005,DEFAULT,DEF,,,,,0,999,0, $75.54 ,,,,
10006,DEFAULT,DEF,,,,,0,999,0, $32.66 ,,,,
10007,DEFAULT,DEF,,,,,0,999,0, $100.67 ,,,,
10008,DEFAULT,DEF,,,,,0,999,0, $57.79 ,,,,
10009,DEFAULT,DEF,,,,,0,999,0, $118.27 ,,,,
10010,DEFAULT,DEF,,,,,0,999,0, $75.39 ,,,,
10011,DEFAULT,DEF,,,,,0,999,0, $118.27 ,,,,
10012,DEFAULT,DEF,,,,,0,999,0, $75.39 ,,,,
10021,DEFAULT,DEF,,,,,0,999,0, $68.00 ,,,,
10022,DEFAULT,DEF,,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
10022,DEFAULT,DEF,26,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
10022,DEFAULT,DEF,TC,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
10030,DEFAULT,DEF,,,,,0,999,0, $654.80 ,,,,
10035,DEFAULT,DEF,,,,,0,999,0, $135.17 ,,,,
10036,DEFAULT,DEF,,,,,0,999,0, $37.78 ,,,,
10040,DEFAULT,DEF,,,,,0,999,10, $7.27 ,,,,
10060,DEFAULT,DEF,,,,,0,999,10, $27.26 ,,,,
10061,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
10080,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
10081,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
10120,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
10121,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
10140,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
10160,DEFAULT,DEF,,,,,0,999,10, $18.16 ,,,,
10180,DEFAULT,DEF,,,,,0,999,10, $32.70 ,,,,
11000,DEFAULT,DEF,,,,,0,999,0, $21.81 ,,,,
11001,DEFAULT,DEF,,,,,0,999,0, $7.27 ,,,,
11004,DEFAULT,DEF,,,,,0,999,0, $431.69 ,,,,
11005,DEFAULT,DEF,,,,,0,999,0, $587.95 ,,,,
11006,DEFAULT,DEF,,,,,0,999,0, $541.08 ,,,,
11008,DEFAULT,DEF,,,,,0,999,0, $219.85 ,,,,
11010,DEFAULT,DEF,,,,,0,999,10, $288.16 ,,,,
11011,DEFAULT,DEF,,,,,0,999,0, $320.86 ,,,,
11012,DEFAULT,DEF,,,,,0,999,0, $446.23 ,,,,
11042,DEFAULT,DEF,,,,,0,999,0, $54.50 ,,,,
11043,DEFAULT,DEF,,,,,0,999,0, $72.69 ,,,,
11044,DEFAULT,DEF,,,,,0,999,0, $72.69 ,,,,
11045,DEFAULT,DEF,,,,,0,999,0, $25.08 ,,,,
11046,DEFAULT,DEF,,,,,0,999,0, $43.98 ,,,,
11047,DEFAULT,DEF,,,,,0,999,0, $71.94 ,,,,
11055,DEFAULT,DEF,,,,,0,999,0, $14.91 ,,,,
11056,DEFAULT,DEF,,,,,0,999,0, $21.08 ,,,,
11057,DEFAULT,DEF,,,,,0,999,0, $21.81 ,,,,
11100,DEFAULT,DEF,,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
11101,DEFAULT,DEF,,,,,0,999,0, Not a Benefit ,,,Code terminated 12/31/2018,
11102,DEFAULT,DEF,,,,,0,999,0, $57.95 ,,,,
11103,DEFAULT,DEF,,,,,0,999,0, $15.07 ,,,,
11104,DEFAULT,DEF,,,,,0,999,0, $57.95 ,,,,
11105,DEFAULT,DEF,,,,,0,999,0, $15.07 ,,,,
11106,DEFAULT,DEF,,,,,0,999,0, $68.00 ,,,,
11107,DEFAULT,DEF,,,,,0,999,0, $25.13 ,,,,
11200,DEFAULT,DEF,,,,,0,999,10, $21.81 ,,,,
11201,DEFAULT,DEF,,,,,0,999,0, $10.88 ,,,,
11300,DEFAULT,DEF,,,,,0,999,0, $31.26 ,,,,
11301,DEFAULT,DEF,,,,,0,999,0, $42.15 ,,,,
11302,DEFAULT,DEF,,,,,0,999,0, $53.42 ,,,,
11303,DEFAULT,DEF,,,,,0,999,0, $79.21 ,,,,
11305,DEFAULT,DEF,,,,,0,999,0, $35.97 ,,,,
11306,DEFAULT,DEF,,,,,0,999,0, $42.52 ,,,,
11307,DEFAULT,DEF,,,,,0,999,0, $56.33 ,,,,
11308,DEFAULT,DEF,,,,,0,999,0, $90.84 ,,,,
11310,DEFAULT,DEF,,,,,0,999,0, $35.97 ,,,,
11311,DEFAULT,DEF,,,,,0,999,0, $52.33 ,,,,
11312,DEFAULT,DEF,,,,,0,999,0, $63.95 ,,,,
11313,DEFAULT,DEF,,,,,0,999,0, $98.85 ,,,,
11400,DEFAULT,DEF,,,,,0,999,10, $77.04 ,,,,
11401,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
11402,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
11403,DEFAULT,DEF,,,,,0,999,10, $54.50 ,,,,
11404,DEFAULT,DEF,,,,,0,999,10, $65.41 ,,,,
11406,DEFAULT,DEF,,,,,0,999,10, $76.30 ,,,,
11420,DEFAULT,DEF,,,,,0,999,10, $29.08 ,,,,
11421,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
11422,DEFAULT,DEF,,,,,0,999,10, $50.89 ,,,,
11423,DEFAULT,DEF,,,,,0,999,10, $65.41 ,,,,
11424,DEFAULT,DEF,,,,,0,999,10, $79.95 ,,,,
11426,DEFAULT,DEF,,,,,0,999,10, $94.47 ,,,,
11440,DEFAULT,DEF,,,,,0,999,10, $36.34 ,,,,
11441,DEFAULT,DEF,,,,,0,999,10, $50.89 ,,,,
11442,DEFAULT,DEF,,,,,0,999,10, $65.41 ,,,,
11443,DEFAULT,DEF,,,,,0,999,10, $79.95 ,,,,
11444,DEFAULT,DEF,,,,,0,999,10, $94.47 ,,,,
11446,DEFAULT,DEF,,,,,0,999,10, $109.02 ,,,,
11450,DEFAULT,DEF,,,,,0,999,90, $302.33 ,,,,
11451,DEFAULT,DEF,,,,,0,999,90, $381.54 ,,,,
11462,DEFAULT,DEF,,,,,0,999,90, $254.36 ,,,,
11463,DEFAULT,DEF,,,,,0,999,90, $254.36 ,,,,
11470,DEFAULT,DEF,,,,,0,999,90, $254.36 ,,,,
11471,DEFAULT,DEF,,,,,0,999,90, $254.36 ,,,,
11600,DEFAULT,DEF,,,,,0,999,10, $43.61 ,,,,
11601,DEFAULT,DEF,,,,,0,999,10, $58.14 ,,,,
11602,DEFAULT,DEF,,,,,0,999,10, $72.69 ,,,,
11603,DEFAULT,DEF,,,,,0,999,10, $87.22 ,,,,
11604,DEFAULT,DEF,,,,,0,999,10, $101.73 ,,,,
